nome_unidade;id_unidade;cep;logradouro;bairro;curso;resultado;resultado_motivo;distancia_media;distancia_minima;distancia_maxima
Jose Ibiapino Franklin, EMEB;87;9837400;ESTRADA ARACARI;TATETOS;EJA;DEFERIDO;ÁREA RURAL;6680;6400;6800
Jose Ibiapino Franklin, EMEB;87;9837408;RUA MANDRIAO;TATETOS;FUND;DEFERIDO;ÁREA RURAL;11400;11400;11400
Jose Ibiapino Franklin, EMEB;87;9837410;RUA MURIQUI;TATETOS;FUND;DEFERIDO;ÁREA RURAL;5800;5800;5800
Jose Ibiapino Franklin, EMEB;87;9837445;ESTRADA TAMANDUA BANDEIRA;TATETOS;FUND;DEFERIDO;ÁREA RURAL;6900;6900;6900
Jose Ibiapino Franklin, EMEB;87;9837465;RUA SUCUARANA;TATETOS;FUND;DEFERIDO;ÁREA RURAL;7200;7200;7200
Jose Ibiapino Franklin, EMEB;87;9838060;RUA CARLOS WALL;CAPIVARI;FUND;DEFERIDO;ÁREA RURAL;7400;6800;7600
Jose Ibiapino Franklin, EMEB;87;9838090;RUA ANTONIO DA SILVA COSTA;CAPIVARI;FUND;DEFERIDO;ÁREA RURAL;7450;7300;7600
Jose Ibiapino Franklin, EMEB;87;9838150;ESTRADA DO PAPAGAIO;CAPIVARI;FUND;DEFERIDO;ÁREA RURAL;6788,888889;6100;7500
Jose Ibiapino Franklin, EMEB;87;9838159;RUA ADELINO SANTOS;CAPIVARI;FUND;DEFERIDO;ÁREA RURAL;5757,142857;5700;5900
Jose Ibiapino Franklin, EMEB;87;9838300;ESTRADA CAPIVARI;CAPIVARI;FUND;DEFERIDO;ÁREA RURAL;6963,636364;5600;7900
Jose Ibiapino Franklin, EMEB;87;9838350;ESTRADA CAPIVARI;CAPIVARI;FUND;DEFERIDO;ÁREA RURAL;5633,333333;4800;7300
Jose Ibiapino Franklin, EMEB;87;9838390;ESTRADA CAPIVARI;CAPIVARI;FUND;DEFERIDO;ÁREA RURAL;6657,142857;4800;10700
Jose Ibiapino Franklin, EMEB;87;9835495;ESTRADA DO RIO ACIMA;CAPIVARI;FUND;DEFERIDO;ÁREA RURAL;2600;2600;2600
Jose Ibiapino Franklin, EMEB;87;9837327;RUA RIO TAMBAU;TATETOS;FUND;DEFERIDO;ÁREA RURAL;4400;4400;4400
Jose Ibiapino Franklin, EMEB;87;9835600;ESTRADA DO RIO ACIMA;CURUCUTU;FUND;DEFERIDO;ÁREA RURAL;550;500;600
Nilo Campos Gomes, EMEB Prof.;128;9790405;RUA PONTE ALTA;FERRAZOPOLIS;FUND;DEFERIDO;DIFICULDADE DE ACESSO;922,7272727;600;1500
Nilo Campos Gomes, EMEB Prof.;128;9791300;RUA WASHINGTON LUIZ;FERRAZOPOLIS;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1285,714286;1100;1400
Kazue Fuzinaka, EMEB Prof.;94;9695100;RUA FREI DAMIAO;PAULICEIA;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2185,714286;2000;2300
Lopes Trovao, EMEB;100;9851705;RUA VENCESLAU PEREIRA DE SOUZA;COOPERATIVA;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2440;2300;2600
Odete Maria Ramos Pinto, EMEB Irma;131;9784340;RUA VASCO DA GAMA;VILA SAO PEDRO;INF;DEFERIDO;DIFICULDADE DE ACESSO;1433,333333;900;2500
Marcelo Roberto Dias, EMEB;106;9847500;RUA FRANCISCO AFONSO RIGUEIRA;BATISTINI;INF;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;3090;3000;3200
Marcelo Roberto Dias, EMEB;106;9854690;RUA PAU BRASIL;ALVARENGA;INF;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;3185,714286;3100;3300
Olegario Jose Godoy, EMEB;14;9782120;RUA ANA JULIA LUIZ;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;682,3529412;600;800
Olegario Jose Godoy, EMEB;14;9782450;RUA YASMIN;FERRAZOPOLIS;FUND;DEFERIDO;DIFICULDADE DE ACESSO;610,5263158;400;1800
Paulo Freire, EMEB;159;9831110;RUA MIGUEL GUERRA;FINCO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1700;1300;2000
Paulo Freire, EMEB;159;9831110;RUA MIGUEL GUERRA;FINCO;INF;DEFERIDO;DIFICULDADE DE ACESSO;1700;1300;2000
Mario Martins de Almeida, EMEB;120;9784000;AVENIDA DOM PEDRO DE ALCANTARA;VILA SAO PEDRO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2742,857143;1800;3100
Mauricio Caetano de Castro II, EMEB;122;9851135;RUA CAMINHO DA EDUCACAO;ALVES DIAS;FUND;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;914,2857143;850;1000
Paulo Freire, EMEB;159;9831150;RUA PADRE BENTO DIAS PACHECO;FINCO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1400;1400;1400
Regina Rocco Casa I, EMEB;213;9782120;RUA ANA JULIA LUIZ;MONTANHAO;INF;DEFERIDO;DIFICULDADE DE ACESSO;850;850;850
Moyses Cheid, EMEB;124;9851135;RUA CAMINHO DA EDUCACAO;ALVES DIAS;INF;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;1116,666667;1000;1300
Moyses Cheid, EMEB;124;9852040;ESTRADA PARTICULAR EIJI KIKUTI;COOPERATIVA;INF;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;961,1111111;800;1400
Nadia Aparecida Issa Pina, EMEB;125;9784390;RUA CHICO MENDES;VILA SAO PEDRO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2600;2500;2700
Natalina Cuzziol Ferro, EMEB;126;9821090;RUA ARCOIRIS;BOTUJURU;FUND;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;1280;1200;1300
Natalina Cuzziol Ferro, EMEB;126;9821400;AVENIDA BEETHOVEN;VILA DAS VALSAS;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1800;1800;1800
Natalina Cuzziol Ferro, EMEB;126;9821540;AVENIDA IVANOVSKI;VILA DAS VALSAS;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2058,333333;2000;2100
Natalina Cuzziol Ferro, EMEB;126;9822020;ESTRADA BRASILIO DE LIMA;BOTUJURU;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;4606,25;3300;5700
Regina Rocco Casa I, EMEB;213;9782120;RUA ANA JULIA LUIZ;MONTANHAO;CRECHE;DEFERIDO;DIFICULDADE DE ACESSO;850;850;850
Nilo Campos Gomes, EMEB Prof.;128;9790530;AVENIDA JESUS DE NAZARETH;FERRAZOPOLIS;FUND;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;1080;900;1200
Nilo Campos Gomes, EMEB Prof.;128;9791320;RUA JEQUITIBA ROSA;MONTANHAO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1750;1700;1800
Paulo Morando, EMEB;137;9842070;TRAVESSA DAS FLORES;BATISTINI;INF;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2742,857143;2500;2900
Paulo Morando, EMEB;137;9842095;RUA SERVIDAO PARTICULAR;BATISTINI;INF;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2140;2100;2200
Regina Rocco Casa I, EMEB;213;9783610;RUA DA EDUCACAO;MONTANHAO;CRECHE;DEFERIDO;DIFICULDADE DE ACESSO;1483,870968;1200;1800
Regina Rocco Casa I, EMEB;213;9784550;RUA TERTULIANO JUNIOR;MONTANHAO;INF;DEFERIDO;DIFICULDADE DE ACESSO;1209,090909;1100;1300
Regina Rocco Casa I, EMEB;213;9782450;RUA YASMIN;FERRAZOPOLIS;CRECHE;DEFERIDO;DIFICULDADE DE ACESSO;831,8181818;600;1000
Regina Rocco Casa II, EMEB;214;9784000;AVENIDA DOM PEDRO DE ALCANTARA;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1347,297297;800;2000
Regina Rocco Casa II, EMEB;214;9783700;RUA 14 DE MAIO;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1177,777778;1000;1500
Regina Rocco Casa II, EMEB;214;9782120;RUA ANA JULIA LUIZ;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1100;800;1400
Regina Rocco Casa II, EMEB;214;9782420;RUA CARAJAS FILHO;FERRAZOPOLIS;FUND;DEFERIDO;DIFICULDADE DE ACESSO;861,1111111;600;1100
Regina Rocco Casa II, EMEB;214;9784490;RUA CENTRAL;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1247,619048;1100;1700
Regina Rocco Casa II, EMEB;214;9784490;RUA CENTRAL;VILA SAO PEDRO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1247,619048;1100;1700
Regina Rocco Casa II, EMEB;214;9784390;RUA CHICO MENDES;VILA SAO PEDRO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1361,538462;1200;1700
Regina Rocco Casa II, EMEB;214;9783610;RUA DA EDUCACAO;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1118,181818;650;1700
Regina Rocco Casa II, EMEB;214;9784545;RUA DA LUA;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1071,428571;1000;1300
Regina Rocco Casa II, EMEB;214;9784525;RUA DAS ESTRELAS;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1145;850;1400
Francisco Diassis Gomes Teixeira, EMEB;142;9852405;RUA MIL E UM;ALVARENGA;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2054,545455;1800;2300
Ramiro Goncalez Fernandes, EMEB Prof.;143;9668130;RUA LUIZ VIEIRA DE SOUZA;TABOAO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1509,090909;1500;1600
Sonia Regina Hernandez de Lima, EMEB Profa.;153;9831550;RUA ANTONIO BISOGNINI;FINCO;CRECHE;DEFERIDO;ÁREA RURAL;2100;2000;2200
Regina Rocco Casa II, EMEB;214;9784525;RUA DAS ESTRELAS;VILA SAO PEDRO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1145;850;1400
Regina Rocco Casa II, EMEB;214;9784500;RUA JOANA D\ARC;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1220,833333;850;1600
Regina Rocco Casa II, EMEB;214;9784500;RUA JOANA DARC;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1266,666667;1100;1500
Regina Rocco Casa II, EMEB;214;9782790;RUA MARIA JOSE SILVA;FERRAZOPOLIS;FUND;DEFERIDO;DIFICULDADE DE ACESSO;938,4615385;0;1100
Suzete Aparecida de Campos, EMEB Profa.;154;9832170;RUA BENEDITO DA SILVA;RIO GRANDE;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;4500;4500;4500
Suzete Aparecida de Campos, EMEB Profa.;154;9832172;RUA JOSE PALERMO;RIO GRANDE;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;4500;4500;4500
Suzete Aparecida de Campos, EMEB Profa.;154;9832174;RUA QUITERIA ANA LEITE DA SILVA;RIO GRANDE;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;4700;4700;4700
Suzete Aparecida de Campos, EMEB Profa.;154;9832430;RUA ALJUBARROTA;RIO GRANDE;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2400;2400;2400
Tereza Delta, EMEB Prefeita;157;9821400;AVENIDA BEETHOVEN;VILA DAS VALSAS;INF;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1600;1600;1600
Tereza Delta, EMEB Prefeita;157;9821540;AVENIDA IVANOVSKI;VILA DAS VALSAS;INF;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1800;1800;1800
Regina Rocco Casa II, EMEB;214;9784100;RUA SAO JOAO DEL REI;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1044,444444;900;1400
Paulo Freire, EMEB;159;9831190;RUA MARIO PAULO AUTUORI;FINCO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1800;1800;1800
Vicente Zammite Mammana, EMEB Dr;162;9850468;RUA MARANHAO;ALVES DIAS;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;4783,333333;4700;4900
Viriato Correia, EMEB;164;9725610;PASSAGEM MARIA ADELAIDE L QUELHAS;CENTRO;FUND;INDEFERIDO;ESCOLA POR OPÇÃO;5300;5100;5500
Waldemar Canciani, EMEB Prof.;166;9843230;RUA COTEGIPE;BATISTINI;FUND;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;1137,5;1000;1400
Zoraida Aparecida Ramos, EMEB Profa;167;9850730;RUA MODESTO SALERA;ALVARENGA;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1516,666667;1500;1600
Jose Arnaud da Silva, EMEB (Pinheirinho);172;9844115;RUA AGUAS DE SANTA CLARA;BATISTINI;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;3377,777778;3300;3500
Hermann Gmeiner, Aldeias SOS - Creche;182;9830100;RUA RIO ACIMA;RIO GRANDE;CRECHE;DEFERIDO;ÁREA RURAL;2862,5;1500;8200
Hermann Gmeiner, Aldeias SOS - Creche;182;9835495;ESTRADA DO RIO ACIMA;CAPIVARI;CRECHE;DEFERIDO;ÁREA RURAL;5200;4400;6000
Hermann Gmeiner, Aldeias SOS - Creche;182;9835530;ESTRADA ALICE PEREIRA DE SOUZA;SANTA CRUZ;CRECHE;DEFERIDO;ÁREA RURAL;7225;6200;8500
Hermann Gmeiner, Aldeias SOS - Creche;182;9835555;RUA HUGO VIEIRA PINTO;SANTA CRUZ;CRECHE;DEFERIDO;ÁREA RURAL;6563,636364;4900;7900
Hermann Gmeiner, Aldeias SOS - Creche;182;9835557;RUA IARA DIE PEREIRA;SANTA CRUZ;CRECHE;DEFERIDO;ÁREA RURAL;7450;7400;7500
Hermann Gmeiner, Aldeias SOS - Creche;182;9835559;RUA FLORIANO ALVES DA SILVA;SANTA CRUZ;CRECHE;DEFERIDO;ÁREA RURAL;6823,076923;3900;7900
Hermann Gmeiner, Aldeias SOS - Creche;182;9835565;RUA MARINALVA ALMEIDA DOS SANTOS;SANTA CRUZ;CRECHE;DEFERIDO;ÁREA RURAL;6500;4500;7700
Hermann Gmeiner, Aldeias SOS - Creche;182;9835577;ESTRADA DO RIO ACIMA;SANTA CRUZ;CRECHE;DEFERIDO;ÁREA RURAL;6281,25;2000;8400
Hermann Gmeiner, Aldeias SOS - Creche;182;9835600;ESTRADA DO RIO ACIMA;CURUCUTU;CRECHE;DEFERIDO;ÁREA RURAL;8225;8200;8300
Hermann Gmeiner, Aldeias SOS - Creche;182;9835700;ESTRADA DO MATARAZZO;CURUCUTU;CRECHE;DEFERIDO;ÁREA RURAL;5620;3500;7300
Hermann Gmeiner, Aldeias SOS - Creche;182;9836100;ESTRADA TAQUACETUBA;TAQUACETUBA;CRECHE;DEFERIDO;ÁREA RURAL;9050;6800;11700
Hermann Gmeiner, Aldeias SOS - Creche;182;9836150;RUA AMARANTO;TAQUACETUBA;CRECHE;DEFERIDO;ÁREA RURAL;4500;4500;4500
Hermann Gmeiner, Aldeias SOS - Creche;182;9837150;ESTRADA ERNESTO ZABEU;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;2660;1100;3300
Hermann Gmeiner, Aldeias SOS - Creche;182;9837160;RUA GENEROSO BARBOSA;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;2740;1000;3200
Hermann Gmeiner, Aldeias SOS - Creche;182;9837200;ESTRADA ALBERTO SILVA;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;1716,666667;750;3100
Hermann Gmeiner, Aldeias SOS - Creche;182;9837205;ESTRADA ALBERTO SILVA;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;3050;2900;3200
Hermann Gmeiner, Aldeias SOS - Creche;182;9837209;TRAVESSA TEREZA DE CAMPOS VIDAL;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;7250;4100;10400
Hermann Gmeiner, Aldeias SOS - Creche;182;9837215;RUA HILDA MARTHA DO PRADO DE OLIVEIRA;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;2400;2000;2800
Hermann Gmeiner, Aldeias SOS - Creche;182;9837230;RUA ROQUE PELISSARI;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;2466,666667;1300;3100
Hermann Gmeiner, Aldeias SOS - Creche;182;9837245;RUA BENEDITO CIPRIANO DE MORAES;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;2380;1300;3000
Hermann Gmeiner, Aldeias SOS - Creche;182;9837312;RUA RIO TURVO;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;2652;4;5300
Hermann Gmeiner, Aldeias SOS - Creche;182;9837410;RUA MURIQUI;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;2400;1100;3100
Hermann Gmeiner, Aldeias SOS - Creche;182;9837445;ESTRADA TAMANDUA BANDEIRA;TATETOS;CRECHE;DEFERIDO;ÁREA RURAL;4900;3600;7500
Hermann Gmeiner, Aldeias SOS - Creche;182;9838060;RUA CARLOS WALL;CAPIVARI;CRECHE;DEFERIDO;ÁREA RURAL;6600;6500;6700
Hermann Gmeiner, Aldeias SOS - Creche;182;9838090;RUA ANTONIO DA SILVA COSTA;CAPIVARI;CRECHE;DEFERIDO;ÁREA RURAL;6450;6400;6500
Hermann Gmeiner, Aldeias SOS - Creche;182;9838150;ESTRADA DO PAPAGAIO;CAPIVARI;CRECHE;DEFERIDO;ÁREA RURAL;3700;1500;5900
Hermann Gmeiner, Aldeias SOS - Creche;182;9838162;RUA AMARO SANTOS;CAPIVARI;CRECHE;DEFERIDO;ÁREA RURAL;23500;1000;46000
Hermann Gmeiner, Aldeias SOS - Creche;182;9835555;RUA HUGO VIEIRA PINTO;SANTA CRUZ;CRECHE;DEFERIDO;ÁREA RURAL;;;
Hermann Gmeiner, Aldeias SOS - Creche;182;9836100;ESTRADA TAQUACETUBA;TAQUACETUBA;CRECHE;DEFERIDO;ÁREA RURAL;;;
Betel, ASPAS  Ass Presbiteriana Ass Social  Creche;185;9790530;AVENIDA JESUS DE NAZARETH;FERRAZOPOLIS;CRECHE;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;1080;900;1200
Regina Rocco Casa II, EMEB;214;9784550;RUA TERTULIANO JUNIOR;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1050;900;1400
Margarida Creche, Ass. de Promocao Humana e Resgate da Cidadania;189;9791240;PASSAGEM DOS CAFEZAIS;MONTANHAO;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1677,777778;1600;1700
Margarida Creche, Ass. de Promocao Humana e Resgate da Cidadania;189;9791320;RUA JEQUITIBA ROSA;MONTANHAO;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1787,5;1700;1900
Jesus de Nazareth I, Creche;194;9850550;ESTRADA DOS ALVARENGAS;ALVARENGA;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;6200;5700;6700
Jesus de Nazareth I, Creche;194;9850550;ESTRADA DOS ALVARENGAS;ASSUNCAO;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;6200;5700;6700
Jesus de Nazareth II, Creche;195;9850550;ESTRADA DOS ALVARENGAS;ASSUNCAO;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;4371,428571;3100;6700
Maria Amelia, Lar;203;9852040;ESTRADA PARTICULAR EIJI KIKUTI;COOPERATIVA;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1800;1700;2200
Dehon, Nucleo Marisa - Creche Padre;206;9832170;RUA BENEDITO DA SILVA;RIO GRANDE;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1755,555556;1600;1900
Pelicano, Sociedade Fraternitas de SBC - Creche;209;9771211;AVENIDA WALLACE SIMONSEN ;NOVA PETROPOLIS;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2372,727273;2200;2500
Celso Augusto Daniel, EMEB;210;9851705;RUA VENCESLAU PEREIRA DE SOUZA;COOPERATIVA;FUND;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;871,4285714;800;1000
Luiza Maria de Farias, CEU (CEU Silvina);211;9791225;PASSAGEM DO SOSSEGO;MONTANHAO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2204,166667;2000;2400
Luiza Maria de Farias, CEU (CEU Silvina);211;9791225;PASSAGEM DO SOSSEGO;MONTANHAO;INF;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2204,166667;2000;2400
Luiza Maria de Farias, CEU (CEU Silvina);211;9791240;PASSAGEM DOS CAFEZAIS;MONTANHAO;INF;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2126,530612;2000;2300
Luiza Maria de Farias, CEU (CEU Silvina);211;9791250;ESTRADA DO MONTANHAO;MONTANHAO;INF;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;2400;2400;2400
Luiza Maria de Farias, CEU (CEU Silvina);211;9791320;RUA JEQUITIBA ROSA;JARDIM  SILVINA;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1600;1600;1600
Regina Rocco Casa II, EMEB;214;9784395;RUA TRIBUTINO NUNES;MONTANHAO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1430,769231;1200;1800
Regina Rocco Casa II, EMEB;214;9784395;RUA TRIBUTINO NUNES;VILA SAO PEDRO;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1430,769231;1200;1800
Regina Rocco Casa II, EMEB;214;9781230;RUA JOAO DE BARROS;FERRAZOPOLIS;FUND;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;955,5555556;500;1100
Regina Rocco Casa II, EMEB;214;9781500;RUA TIRADENTES;MONTANHAO;FUND;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;922,7272727;500;1300
Regina Rocco Casa II, EMEB;214;9782450;RUA YASMIN;FERRAZOPOLIS;FUND;DEFERIDO;DIFICULDADE DE ACESSO;992,8571429;650;1200
Sonia Regina Hernandez de Lima, EMEB Profa.;153;9831740;RUA RIO GRANDE;RIO GRANDE;CRECHE;DEFERIDO;DIFICULDADE DE ACESSO;1225;950;1400
Suzete Aparecida de Campos, EMEB Profa.;154;9831730;PASSAGEM 14 DE ABRIL;RIO GRANDE;FUND;DEFERIDO;DIFICULDADE DE ACESSO;554,1666667;450;600
Suzete Aparecida de Campos, EMEB Profa.;154;9831739;PASSAGEM ANAPOLIS;RIO GRANDE;FUND;DEFERIDO;DIFICULDADE DE ACESSO;668,75;600;900
Suzete Aparecida de Campos, EMEB Profa.;154;9831735;PASSAGEM TROPICAL;RIO GRANDE;FUND;DEFERIDO;DIFICULDADE DE ACESSO;671,875;550;1000
Suzete Aparecida de Campos, EMEB Profa.;154;9831780;RUA BELO MONTE;RIO GRANDE;FUND;DEFERIDO;DIFICULDADE DE ACESSO;662,5;600;700
Regina Rocco Casa II, EMEB;214;9784060;RUA DOS PASSAROS ;MONTANHAO;FUND;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;778,5714286;600;900
Suzete Aparecida de Campos, EMEB Profa.;154;9831770;RUA JACIPORA;RIO GRANDE;FUND;DEFERIDO;DIFICULDADE DE ACESSO;870,7317073;650;4700
Regina Rocco Casa II, EMEB;214;9784210;RUA DA BICA;VILA SAO PEDRO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1700;1500;2100
Regina Rocco Casa II, EMEB;214;9784275;RUA PERUIBE;VILA SAO PEDRO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1683,333333;1600;2000
Regina Rocco Casa II, EMEB;214;9784295;RUA MONTE DAS OLIVEIRAS;VILA SAO PEDRO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1766,666667;1500;2200
Regina Rocco Casa II, EMEB;214;9784450;RUA PRINCESA ISABEL;MONTANHAO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1712,5;1500;2000
Regina Rocco Casa II, EMEB;214;9784450;RUA PRINCESA ISABEL;VILA SAO PEDRO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1712,5;1500;2000
Regina Rocco Casa II, EMEB;214;9784460;RUA UNIAO;MONTANHAO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1583,333333;1500;1800
Regina Rocco Casa II, EMEB;214;9784465;RUA SAO JOSE;MONTANHAO;FUND;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1662,5;1500;2200
Suzete Aparecida de Campos, EMEB Profa.;154;9831737;RUA NOVA;RIO GRANDE;FUND;DEFERIDO;DIFICULDADE DE ACESSO;657,1428571;500;1500
Suzete Aparecida de Campos, EMEB Profa.;154;9831720;TRAVESSA VISTA ALEGRE;RIO GRANDE;FUND;DEFERIDO;DIFICULDADE DE ACESSO;850;700;1000
Valter Carmona, Creche (Ferrazopolis II);219;9720270;RUA DE PINEDO;CENTRO;CRECHE;DEFERIDO;DIFICULDADE DE ACESSO;781,25;700;900
Vicente de Carvalho, EMEB;161;9695100;RUA FREI DAMIAO;PAULICEIA;INF;DEFERIDO;DIFICULDADE DE ACESSO;1210,416667;950;1600
Waldemar Canciani, EMEB Prof.;166;9844250;RUA GINEZ GONSALEZ;BATISTINI;FUND;DEFERIDO;DIFICULDADE DE ACESSO;1191,666667;750;1300
Hilda Batazoli Teixeira, EMEB Profa (antiga Riacho Grande);217;9831120;RUA ROSA INEZ BRUNI PINCHIARO;FINCO;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;3085,714286;2800;3300
Hilda Batazoli Teixeira, EMEB Profa (antiga Riacho Grande);217;9832172;RUA JOSE PALERMO;RIO GRANDE;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;4700;4700;4700
Hilda Batazoli Teixeira, EMEB Profa (antiga Riacho Grande);217;9832174;RUA QUITERIA ANA LEITE DA SILVA;RIO GRANDE;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;4400;4400;4400
Valter Carmona, Creche (Ferrazopolis II);219;9720470;RUA COMENDADOR CARLO MARIO GARDANO;CENTRO;CRECHE;DEFERIDO;DISTÂNCIA MAIOR QUE 1500 METROS;1900;1800;2000
Nazareth, EMEB Jd;220;9852040;ESTRADA PARTICULAR EIJI KIKUTI;COOPERATIVA;CRECHE;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;1095;700;1300
Nazareth, EMEB Jd;220;9852040;ESTRADA PARTICULAR EIJI KIKUTI;COOPERATIVA;INF;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;1095;700;1300
Angela Baso Agostin, Associacao Cultural Dom Decio Pereira 1 - Creche (Jd Silvina);223;9790615;RUA GOLDEN PARK;MONTANHAO;CRECHE;INDEFERIDO;DISTÂNCIA MENOR QUE 1500 METROS;741,6666667;600;850
